company,ticker,year,segment,industry,hq_country,ceo_sust_statem,revenue_MEUR,num_employees,environmental_policy_and_assessment,environmental_performance_targets,reduced_environmental_impact,energy_consump_GJ,increased_renewable_energy,disclosure_of_raw_material_use,resource_efficiency_target,water_withdraw_thm3,disclosure_of_water_discharges,ghg_emis_kt,transport_emis_kt,external_audit_of_ESG_report,supplier_guidelines,disclosure_of_suppliers_audited,disclosure_of_supplier_evaluation_procedures,supplier_environmental_assessment,base_year,years_esg_data,energy_consump_bool,water_withdraw_bool,ghg_emis_bool,transport_emis_bool,ghg_emis_per_MEUR_revenue,water_withdraw_per_MEUR_revenue,csrd_2025,csrd_2027
RTX A/S,RTX,2022,Mid,Other,Denmark,0,89.15844829,284.0,1,1,1,2545.2,0,0,1,,0,0.5506,,0,1,1,1,1,2019,4,1,0,1,0,0.0061755224609685725,,0,1
Columbus A/S,COLUM,2019,Mid,Technology,Denmark,0,258.5922356,1999.0,0,1,1,,0,0,0,,0,,,0,0,0,0,0,2019,4,0,0,0,0,,,1,0
Columbus A/S,COLUM,2020,Mid,Technology,Denmark,0,221.5171352,1846.0,1,1,1,,0,0,0,,0,,,0,1,0,0,1,2019,4,0,0,0,0,,,1,0
Columbus A/S,COLUM,2021,Mid,Technology,Denmark,1,198.3692102,1642.0,0,0,0,,0,0,0,,0,,,0,1,0,0,0,2019,4,0,0,0,0,,,1,0
Columbus A/S,COLUM,2022,Mid,Technology,Denmark,0,204.7746291,1536.0,0,1,1,,0,0,0,,0,0.24542,1.63087,0,1,0,0,1,2019,4,0,0,1,1,0.0011984883140975008,,1,0
Vestas Wind Systems A/S,VWS,2019,Large,Energy and Utilities,Denmark,1,12147.0,25541.0,1,1,1,2296800.0,1,0,0,473.0,1,,,0,1,1,0,1,2019,4,1,1,0,0,,0.03893965588211081,1,0
Genmab A/S,GMAB,2019,Large,Health Care,Denmark,1,510.9502952,548.0,1,1,1,,0,0,1,,0,,,0,1,0,0,1,2019,4,0,0,0,0,,,0,1
Genmab A/S,GMAB,2020,Large,Health Care,Denmark,1,1353.547523,765.0,1,1,1,,0,0,0,,0,,,0,1,0,0,1,2019,4,0,0,0,0,,,0,1
Genmab A/S,GMAB,2021,Large,Health Care,Denmark,1,1135.475234,1207.0,1,0,0,10530.0,0,0,0,,0,0.6387,,0,1,0,0,1,2019,4,1,0,1,0,0.0005624957558519502,,1,0
Genmab A/S,GMAB,2022,Large,Health Care,Denmark,0,1961.808462,1655.0,1,0,0,11257.19999,1,0,0,,0,0.3938,,0,1,0,0,1,2019,4,1,0,1,0,0.0002007331539382462,,1,0
GN Store Nord A/S,GN,2019,Large,Health Care,Denmark,1,1683.266399,6275.0,1,1,1,34765.2,0,1,1,50.1,0,155.0,,0,1,0,1,1,2019,4,1,1,1,0,0.09208286940919326,0.029763559725165048,1,0
GN Store Nord A/S,GN,2020,Large,Health Care,Denmark,1,1800.401606,6511.0,1,1,1,,0,0,0,,0,11.776,,0,1,1,0,1,2019,4,0,0,1,0,0.006540762883545217,,1,0
GN Store Nord A/S,GN,2021,Large,Health Care,Denmark,0,2111.780455,7225.0,1,1,1,,0,0,0,,0,13.59,428.076,0,1,1,0,1,2019,4,0,0,1,1,0.00643532805118229,,1,0
GN Store Nord A/S,GN,2022,Large,Health Care,Denmark,0,2511.84068,7888.0,1,1,1,99349.19992,1,0,0,73.073,0,8.475,530.19,0,1,1,0,1,2019,4,1,1,1,1,0.0033740197248497464,0.02909141514500832,1,0
Danske Bank A/S,DANSKE,2019,Large,Finance,Denmark,1,6023.21,22006.0,1,1,1,387414.0,0,0,1,,0,5.27,9.96,1,1,1,1,1,2019,4,1,0,1,1,0.0008749487399575973,,1,0
Danske Bank A/S,DANSKE,2020,Large,Finance,Denmark,1,5695.41,22355.0,1,1,1,358452.0,1,0,1,,0,3.929,3.942,1,1,1,1,1,2019,4,1,0,1,1,0.0006898537594308399,,1,0
Danske Bank A/S,DANSKE,2021,Large,Finance,Denmark,1,7757.69,21746.0,1,1,1,338022.0,1,1,1,41.999,0,8.824,1.161,1,1,0,1,1,2019,4,1,1,1,1,0.0011374519992420425,0.005413853866292673,1,0
Danske Bank A/S,DANSKE,2022,Large,Finance,Denmark,0,10655.7,21022.0,1,1,1,,0,0,1,,0,8.179,4.641,1,1,0,1,1,2019,4,0,0,1,1,0.0007675704083260602,,1,0
Solar A/S,SOLAR,2019,Mid,Industrial Goods and Services,Denmark,1,1563.453815,3039.0,0,0,0,,0,0,1,,0,,,0,1,0,0,1,2019,4,0,0,0,0,,,1,0
Solar A/S,SOLAR,2020,Mid,Industrial Goods and Services,Denmark,1,1540.89,2855.0,1,1,1,90210.0,0,0,0,,0,,,0,1,0,0,1,2019,4,1,0,0,0,,,1,0
Solar A/S,SOLAR,2021,Mid,Industrial Goods and Services,Denmark,1,1653.815261,2924.0,1,1,1,89429.0,1,0,0,23.204,0,7.69,,0,1,0,0,1,2019,4,1,1,1,0,0.004649854298327218,0.014030587664289306,1,0
Solar A/S,SOLAR,2022,Mid,Industrial Goods and Services,Denmark,0,1863.415602,3019.0,1,1,1,146762.0,1,0,0,20.751,0,5.92,,1,1,0,1,1,2019,4,1,1,1,0,0.003176961700678086,0.011136002069386988,1,0
H. Lundbeck A/S,LUN,2019,Large,Health Care,Denmark,1,2280.589023,5475.0,1,1,1,335293.2,0,1,1,285.651,1,17.056,15519.6,0,1,1,1,1,2019,4,1,1,1,1,0.007478769663445846,0.12525316798387484,1,0
H. Lundbeck A/S,LUN,2020,Large,Health Care,Denmark,1,2365.729585,5611.0,1,1,1,362606.4,0,1,0,238.008,0,,,1,1,0,1,1,2019,4,1,1,0,0,,0.1006065957449655,1,0
H. Lundbeck A/S,LUN,2022,Large,Health Care,Denmark,0,2452.563014,5444.0,1,1,1,374414.3997,1,1,0,219.159,0,38.443,87.26,1,1,1,1,1,2019,4,1,1,1,1,0.015674622743862353,0.08935917191483832,1,0
NKT Holding A/S,NKT,2019,Large,Industrial Goods and Services,Denmark,1,1342.4,3671.0,1,1,1,,0,0,1,,0,,,0,1,1,1,0,2019,4,0,0,0,0,,,1,0
NKT Holding A/S,NKT,2020,Large,Industrial Goods and Services,Denmark,1,1503.3,2767.0,1,1,1,779544.0,1,0,1,130.105,0,25.496,20.306,0,1,1,1,1,2019,4,1,1,1,1,0.016960021286503025,0.08654626488392203,1,0
NKT Holding A/S,NKT,2021,Large,Industrial Goods and Services,Denmark,1,1906.7,3946.0,1,1,1,848624.4,1,0,1,128.709,0,16.1,1242.0,1,1,1,1,0,2019,4,1,1,1,1,0.008443908323281062,0.06750354014789951,1,0
NKT Holding A/S,NKT,2022,Large,Industrial Goods and Services,Denmark,0,2079.0,4463.0,1,1,1,846259.2,1,0,1,174.779,0,13.377,10.3879,1,1,1,1,1,2019,4,1,1,1,1,0.006434343434343435,0.08406878306878307,1,0
Vestjysk Bank A/S,VJBA,2019,Mid,Finance,Denmark,0,141.26,392.0,0,0,0,,0,0,0,,0,,,0,0,0,0,0,2019,4,0,0,0,0,,,0,1
Vestjysk Bank A/S,VJBA,2020,Mid,Finance,Denmark,0,118.7416332,390.0,0,0,1,,0,0,0,,0,,,0,0,0,0,0,2019,4,0,0,0,0,,,0,1
Vestjysk Bank A/S,VJBA,2021,Mid,Finance,Denmark,0,106.2247657,654.0,0,0,0,,0,0,0,,0,,,0,0,0,0,0,2019,4,0,0,0,0,,,0,1
Vestjysk Bank A/S,VJBA,2022,Mid,Finance,Denmark,0,113.044256,629.0,1,1,1,20099.97604,1,0,0,1.0693,0,0.455,0.006645,0,1,0,0,0,2019,4,1,1,1,1,0.00402497230819052,0.009459127228896972,0,1
Jyske Bank A/S,JYSK,2019,Large,Finance,Denmark,0,1135.742972,3353.0,1,1,1,78431.0,1,0,1,,0,7.326,1.464,0,1,1,1,1,2019,4,1,0,1,1,0.006450403111101091,,1,0
Jyske Bank A/S,JYSK,2020,Large,Finance,Denmark,1,1633.333333,3336.0,1,1,1,72532.0,1,0,0,,0,6.82,0.705,0,1,0,0,0,2019,4,1,0,1,1,0.004175510204933778,,1,0
Jyske Bank A/S,JYSK,2021,Large,Finance,Denmark,0,1231.593039,3237.0,1,1,1,78957.0,0,0,0,17.357,0,2.904,2044.198,1,1,0,0,0,2019,4,1,1,1,1,0.002357921738789561,0.01409312934578871,1,0
Jyske Bank A/S,JYSK,2022,Large,Finance,Denmark,0,860.8031099,3271.0,1,1,1,68752.0,1,0,1,17.775,0,2.13,1848.817,1,1,0,1,1,2019,4,1,1,1,1,0.0024744334395439666,0.020649321308870424,1,0
Sydbank A/S,SYDB,2019,Mid,Finance,Denmark,1,482.1954485,2030.0,1,1,1,24287.2488,0,0,1,14.07,0,2.712,,1,1,0,0,0,2019,4,1,1,1,0,0.0056242754020935145,0.0291790394201533,1,0
Sydbank A/S,SYDB,2021,Mid,Finance,Denmark,1,569.210174,2164.0,1,1,1,57981.0,1,0,0,14.447,0,1.927,0.269,0,1,0,0,1,2019,4,1,1,1,1,0.0033853927565251143,0.02538078316217868,1,0
Sydbank A/S,SYDB,2022,Mid,Finance,Denmark,0,698.1558148,2072.0,1,1,1,50684.0,0,0,0,13.843,0,1.607,0.45,0,1,0,0,1,2019,4,1,1,1,1,0.0023017784367524827,0.019827952022379976,1,0
Sydbank A/S,SYDB,2020,Mid,Finance,Denmark,0,491.2985274,2021.0,0,1,1,23190.8688,0,0,1,14.419,0,2.212,,1,1,0,0,0,2019,4,1,1,1,0,0.004502354223828272,0.029348754770967385,1,0
H+H International A/S,HH,2019,Mid,Basic Materials,Denmark,0,380.1874163,1625.0,1,1,1,2420142.0,1,0,0,1637.094,0,197.523,,0,0,0,0,0,2019,4,1,1,1,0,0.519541130325412,4.30601837360181,1,0
H+H International A/S,HH,2020,Mid,Basic Materials,Denmark,1,355.2878179,1530.0,1,1,1,2136456.0,0,0,1,1376.672,0,170.513,,0,1,0,0,1,2019,4,1,1,1,0,0.47992920502552366,3.874807777359484,1,0
H+H International A/S,HH,2021,Mid,Basic Materials,Denmark,1,404.2838019,1661.0,1,1,1,2396080.0,1,1,1,1519.616,0,185.643,631.996,0,1,0,0,0,2019,4,1,1,1,1,0.459189804606416,3.758785271282965,1,0
H+H International A/S,HH,2022,Mid,Basic Materials,Denmark,0,484.434647,1739.0,1,1,1,2487149.0,1,1,1,2696.73,0,176.25,688.192,0,1,0,0,0,2019,4,1,1,1,1,0.36382616538985907,5.56675707796763,1,0
Alm. Brand A/S,ALMB,2019,Large,Finance,Denmark,1,1152.63,1796.0,1,0,1,54414.0,0,0,0,,0,,,0,0,0,0,0,2019,3,1,0,0,0,,,1,0
Alm. Brand A/S,ALMB,2020,Large,Finance,Denmark,1,1152.342704,1757.0,1,1,1,,1,0,0,,0,,,0,1,1,0,0,2019,3,0,0,0,0,,,1,0
Alm. Brand A/S,ALMB,2022,Large,Finance,Denmark,0,1126.410066,2292.0,1,1,1,44863.19996,0,0,0,,0,2.021,,0,1,0,0,1,2019,3,1,0,1,0,0.0017941956140154025,,1,0
Bavarian Nordic A/S,BAVA,2019,Large,Health Care,Denmark,0,88.68647925,465.0,1,0,1,34138.8,0,0,0,14.77,0,2.087,,1,1,1,1,1,2019,4,1,1,1,0,0.02353233568013131,0.16654173358674623,0,1
Bavarian Nordic A/S,BAVA,2021,Large,Health Care,Denmark,1,259.4862115,526.0,1,1,1,42577.0,0,0,0,17.023,0,2.506,,1,1,1,1,1,2019,4,1,1,1,0,0.009657545907790941,0.06560271507914014,0,1
Bavarian Nordic A/S,BAVA,2022,Large,Health Care,Denmark,0,423.5184905,975.0,1,1,1,53325.0,0,0,1,21.772,0,2.753,,0,1,1,0,0,2019,4,1,1,1,0,0.006500306507868988,0.051407436719696185,0,1
Bavarian Nordic A/S,BAVA,2020,Large,Health Care,Denmark,0,247.9763052,461.0,1,1,1,45108.0,0,0,0,19.17,0,2.556,,1,1,1,1,1,2019,4,1,1,1,0,0.010307436421953753,0.07730577316465316,0,1
ALK Abelló A/S,ALK,2019,Large,Health Care,Denmark,1,434.6720214,2391.0,1,1,1,164639.0,1,0,0,122.461,0,7.552,,0,0,0,0,0,2019,4,1,1,1,0,0.017374019095308627,0.2817319587434573,1,0
ALK Abelló A/S,ALK,2020,Large,Health Care,Denmark,1,323.8286479,2474.0,1,1,1,163580.4,1,0,1,110.53,0,6.612,,0,1,1,1,1,2019,4,1,1,1,0,0.02041820587177272,0.34132248865805176,1,0
ALK Abelló A/S,ALK,2021,Large,Health Care,Denmark,1,524.2302544,2533.0,1,1,1,164469.6,1,0,0,127.52,0,11.258,,0,1,1,0,1,2019,4,1,1,1,0,0.02147529621861519,0.2432518896604911,1,0
ALK Abelló A/S,ALK,2022,Large,Health Care,Denmark,0,606.3527216,2609.0,1,1,1,168480.0,1,0,1,140.192,0,10.186,5.8,0,1,1,0,1,2019,4,1,1,1,1,0.01679880313412615,0.23120536117999343,1,0
Spar Nord Bank A/S,SPNO,2019,Mid,Finance,Denmark,1,446.854083,1549.0,1,1,0,,0,0,0,,0,2826.0,2737.0,0,1,0,0,1,2019,2,0,0,1,1,6.324212103036776,,1,0
Spar Nord Bank A/S,SPNO,2020,Mid,Finance,Denmark,1,445.2476573,1541.0,1,1,1,36305.0,1,0,1,,0,2.2,0.248,0,1,0,0,1,2019,2,1,0,1,1,0.004941070354734464,,1,0
Jutlander Bank A/S,JUTBK,2019,Mid,Finance,Denmark,0,137.4706827,472.0,1,1,1,,0,0,1,,0,,,0,0,0,0,0,2019,2,0,0,0,0,,,0,1
Jutlander Bank A/S,JUTBK,2020,Mid,Finance,Denmark,0,125.3866131,449.0,1,1,1,,0,0,0,,0,,,0,0,0,0,0,2019,2,0,0,0,0,,,0,1
DSV A/S (formerly: DSV Panalpina A/S),DSV,2019,Large,Industrial Goods and Services,Denmark,1,12677.51004,61216.0,1,1,1,,1,0,1,1596.0,0,159.0,9874.0,0,1,0,0,1,2019,4,0,1,1,1,0.012541895017107004,0.12589222922831936,1,0
DSV A/S (formerly: DSV Panalpina A/S),DSV,2022,Large,Industrial Goods and Services,Denmark,0,31677.25873,76283.0,1,1,1,5091000.0,0,0,1,1274.0,0,441.0,15489.0,0,1,1,0,1,2019,4,1,1,1,1,0.013921659186448169,0.040218126538628045,1,0
DSV A/S (formerly: DSV Panalpina A/S),DSV,2020,Large,Industrial Goods and Services,Denmark,1,15519.67871,56619.0,1,1,1,1673000.0,0,0,1,,0,178.0,12564.0,0,1,0,1,1,2019,4,1,0,1,1,0.0114693095988712,,1,0
DSV A/S (formerly: DSV Panalpina A/S),DSV,2021,Large,Industrial Goods and Services,Denmark,1,24405.08701,77958.0,1,1,1,2800000.0,0,0,1,1188.0,0,254.0,12524.0,0,1,1,1,1,2019,4,1,1,1,1,0.010407666233516124,0.0486783759268392,1,0
D/S Norden ASA,DNORD,2019,Mid,Industrial Goods and Services,Denmark,1,2307.053571,1110.0,1,1,1,52988000.0,0,0,1,,0,4088.2,3.6,1,1,1,0,1,2019,4,1,0,1,1,1.772043810074144,,1,0
D/S Norden ASA,DNORD,2020,Mid,Industrial Goods and Services,Denmark,1,2319.464286,1229.0,1,1,1,56765000.0,0,0,1,,0,4294.0,0.0014,0,1,0,0,1,2019,4,1,0,1,1,1.8512895524703932,,1,0
D/S Norden ASA,DNORD,2021,Mid,Industrial Goods and Services,Denmark,1,3171.25,285.0,1,1,1,61681000.0,0,0,0,,0,4663.3,0.3,0,1,0,0,0,2019,4,1,0,1,1,1.4704927079227434,,0,1
D/S Norden ASA,DNORD,2022,Mid,Industrial Goods and Services,Denmark,0,4743.214286,425.0,1,1,1,55809000.0,1,0,1,,0,4579.0,4.402,0,0,0,0,0,2019,4,1,0,1,1,0.965379112960447,,0,1
Ørsted A/S,ORSTED,2019,Large,Energy and Utilities,Denmark,1,9081.927711,6526.0,1,1,1,63208800.0,1,0,0,1164.0,1,1969.0,34600.0,1,1,0,0,0,2019,4,1,1,1,1,0.21680419208965448,0.12816662244406185,1,0
Ørsted A/S,ORSTED,2020,Large,Energy and Utilities,Denmark,1,7041.633199,6163.0,1,1,1,57621600.0,1,1,1,822474.0,0,1962.0,25333.0,1,1,1,0,1,2019,4,1,1,1,1,0.27862854320197034,116.80159655529935,1,0
Ørsted A/S,ORSTED,2021,Large,Energy and Utilities,Denmark,1,6799.330656,6830.0,1,1,1,79354800.0,1,0,1,1033303.0,1,2200.0,18179.0,1,1,1,0,1,2019,4,1,1,1,1,0.32356126085126224,151.97128250972355,1,0
Ørsted A/S,ORSTED,2022,Large,Energy and Utilities,Denmark,0,6215.791172,7428.0,1,1,1,69001200.0,1,0,1,1379.0,0,2511.0,10983.0,1,1,1,0,1,2019,4,1,1,1,1,0.4039711004628326,0.22185430009488097,1,0
Chr. Hansen Holding A/S,CHR,2019,Large,Health Care,Denmark,1,1161.0,3420.0,1,1,1,740487.6,1,0,1,1490.702,1,49.439,90.354,1,1,0,1,1,2019,3,1,1,1,1,0.04258311800172265,1.28398105081826,1,0
Chr. Hansen Holding A/S,CHR,2020,Large,Health Care,Denmark,1,970.0,3272.0,1,1,1,774003.6,0,0,1,1534.952,0,50.229,87.877,1,1,0,0,1,2019,3,1,1,1,1,0.051782474226804126,1.5824247422680413,1,0
Chr. Hansen Holding A/S,CHR,2022,Large,Health Care,Denmark,0,1218.0,3690.0,1,1,1,806399.9994,1,0,0,1329.712,0,48.536,54.554,0,1,0,0,1,2019,3,1,1,1,1,0.039848932676518886,1.0917175697865353,1,0
TDC A/S,TDC,2020,Large,Other,Denmark,1,2153.815261,7018.0,1,1,1,942480.0,0,1,1,,0,83.937,210.298,1,1,1,1,1,2020,1,1,0,1,1,0.03897130896966004,,1,0
Pandora A/S,PNDORA,2019,Large,Consumer Goods and Services,Denmark,1,2927.443106,23736.0,1,1,1,399704.4,0,0,1,931.02,0,49.324,245.663,0,1,1,1,1,2019,4,1,1,1,1,0.016848832996585655,0.3180317998637818,1,0
Pandora A/S,PNDORA,2020,Large,Consumer Goods and Services,Denmark,1,2544.712182,26003.0,1,1,1,399153.6,1,0,1,973.481,1,49.199,242.416,0,1,1,1,1,2019,4,1,1,1,1,0.01933381713971769,0.38255053238865655,1,0
Pandora A/S,PNDORA,2021,Large,Consumer Goods and Services,Denmark,1,3131.726908,22433.0,1,1,1,412160.4,1,1,1,1052.7,0,49.216,255.29,0,1,1,1,1,2019,4,1,1,1,1,0.01571529109842805,0.33614042058101445,1,0
Pandora A/S,PNDORA,2022,Large,Consumer Goods and Services,Denmark,0,3557.046078,26987.0,1,1,1,430898.4,1,0,1,1143.132,0,49.708,264.224,0,1,1,1,1,2019,4,1,1,1,1,0.013974516750693607,0.3213711531796469,1,0
Zealand Pharma A/S,ZEAL,2019,Mid,Health Care,Denmark,0,5.53,173.0,1,0,1,,0,0,0,,0,,,0,1,0,0,0,2019,4,0,0,0,0,,,0,1
Zealand Pharma A/S,ZEAL,2020,Mid,Health Care,Denmark,0,47.29772423,329.0,0,0,0,,0,0,1,,0,,,0,0,0,0,0,2019,4,0,0,0,0,,,0,1
Zealand Pharma A/S,ZEAL,2021,Mid,Health Care,Denmark,1,39.16559572,333.0,1,0,1,,0,0,1,,0,,,0,0,0,0,0,2019,4,0,0,0,0,,,0,1
Zealand Pharma A/S,ZEAL,2022,Mid,Health Care,Denmark,0,13.97743164,247.0,0,1,1,,0,0,1,,0,,,0,0,0,0,0,2019,4,0,0,0,0,,,0,1
Novozymes A/S,NZYM,2019,Large,Health Care,Denmark,0,1924.230254,6125.0,1,1,1,4574000.0,1,0,1,7845.0,1,330.0,35.0,0,1,0,1,1,2019,4,1,1,1,1,0.17149714765892043,4.0769549193461545,1,0
Novozymes A/S,NZYM,2020,Large,Health Care,Denmark,1,1875.769746,6168.0,1,1,1,4475000.0,1,0,1,7998.0,0,,34.0,0,1,0,1,1,2019,4,1,1,0,1,,4.263849556724859,1,0
Novozymes A/S,NZYM,2021,Large,Health Care,Denmark,1,2001.472557,6525.0,1,1,1,4699000.0,0,0,0,8538.0,0,394.0,35.0,1,1,1,1,1,2019,4,1,1,1,1,0.1968550598518149,4.265859139631461,1,0
Novozymes A/S,NZYM,2022,Large,Health Care,Denmark,0,2359.412397,6771.0,1,1,1,4840000.0,1,0,1,8720.0,0,161.0,734.0,0,1,0,0,1,2019,4,1,1,1,1,0.06823732900815134,3.6958354593234763,1,0
Coloplast A/S,COLO,2019,Large,Health Care,Denmark,0,2403.886097,11817.0,1,1,1,588121.1995,1,1,1,234.299,0,11.3,155.8,0,1,1,1,1,2019,4,1,1,1,1,0.004700721891150402,0.09746676445793347,1,0
Coloplast A/S,COLO,2020,Large,Health Care,Denmark,1,2482.463186,12553.0,1,1,1,584424.0,0,0,1,248.709,0,39.7,159.7,1,1,1,1,1,2019,4,1,1,1,1,0.015992180759775425,0.10018637996430696,1,0
Coloplast A/S,COLO,2021,Large,Health Care,Denmark,1,2600.535475,12573.0,1,1,1,603734.4,0,0,1,266.521,0,52.3,130.9,1,1,1,1,1,2019,4,1,1,1,1,0.020111242666282027,0.10248696953461095,1,0
Coloplast A/S,COLO,2022,Large,Health Care,Denmark,0,3034.989603,14567.0,1,1,1,587599.1995,1,0,1,259.439,0,50.3,145.1,1,1,1,1,1,2019,4,1,1,1,1,0.016573368142770536,0.08548266516087964,1,0
Asetek A/S,ASETEK,2020,Mid,Technology,Denmark,1,64.95535714,108.0,1,1,1,,0,0,1,,0,0.1668,7.4938,0,1,0,0,1,2020,1,0,0,1,1,0.0025679175258861487,,0,1
Topdanmark A/S,TOP,2019,Large,Finance,Denmark,1,2745.27,2318.0,1,1,1,,1,0,1,,0,3.705,3.388,0,1,0,0,1,2019,4,0,0,1,1,0.0013495940290026117,,1,0
Topdanmark A/S,TOP,2020,Large,Finance,Denmark,1,2787.99,2440.0,1,1,1,47741.0,1,1,1,10.651,0,3.475,2.549,0,1,0,0,1,2019,4,1,1,1,1,0.0012464176700777265,0.0038203149939562194,1,0
Topdanmark A/S,TOP,2021,Large,Finance,Denmark,1,2763.319946,2457.0,1,1,1,50274.0,0,0,1,,0,3.478,1.993,0,1,1,1,1,2019,4,1,0,1,1,0.0012586309468197933,,1,0
Topdanmark A/S,TOP,2022,Large,Finance,Denmark,0,1343.486209,2417.0,1,1,1,39486.0,0,0,1,0.008352,0,3.248,2.444,0,1,1,1,1,2019,4,1,1,1,1,0.0024175908753224875,6.216662250829253e-06,1,0
SimCorp A/S,SIM,2019,Large,Technology,Denmark,1,454.531,1871.0,1,1,1,5475.6,0,0,0,,0,0.212,5.8731,0,1,0,0,1,2019,4,1,0,1,1,0.00046641483199165733,,1,0
SimCorp A/S,SIM,2020,Large,Technology,Denmark,1,456.0,1897.0,1,1,1,7093.44,0,0,1,3000.0,0,0.6456,1.5745,0,1,0,1,1,2019,4,1,1,1,1,0.0014157894736842103,6.578947368421052,1,0
SimCorp A/S,SIM,2021,Large,Technology,Denmark,1,496.274,1995.0,1,1,0,22332.33,0,0,0,8100.0,0,1.4579,1.077,0,1,0,0,0,2019,4,1,1,1,1,0.0029376916783873425,16.321628777651057,1,0
SimCorp A/S,SIM,2022,Large,Technology,Denmark,0,560.968,2067.0,1,1,1,23352.0,1,0,1,10100.0,0,1.45,3.3388,0,1,0,0,0,2019,4,1,1,1,1,0.002584817672309294,18.004592062292325,1,0
Matas A/S,MATAS,2019,Mid,Consumer Goods and Services,Denmark,0,493.7751004,2197.0,1,1,1,,0,1,0,,0,,,0,1,0,1,0,2019,4,0,0,0,0,,,1,0
Matas A/S,MATAS,2020,Mid,Consumer Goods and Services,Denmark,0,557.3761714,2144.0,1,1,1,46371.6,0,0,0,,0,,,0,1,0,0,0,2019,4,1,0,0,0,,,1,0
Matas A/S,MATAS,2021,Mid,Consumer Goods and Services,Denmark,1,581.5528782,2162.0,1,1,1,106561.2,0,0,0,7.755,0,2.844,76.1406,0,1,0,0,1,2019,4,1,1,1,1,0.004890354955859971,0.013334986878584414,1,0
Matas A/S,MATAS,2022,Mid,Consumer Goods and Services,Denmark,0,603.476209,2124.0,1,1,1,103846.0,1,0,1,,0,5.763,50.318,0,1,0,0,1,2019,4,1,0,1,1,0.009549672239026079,,1,0
Novo Nordisk A/S,NOVO,2019,Large,Health Care,Denmark,0,16334.80589,43258.0,1,1,1,2993000.0,0,1,1,3149.0,0,179.0,,0,1,1,0,1,2019,4,1,1,1,0,0.010958195720561453,0.19277853812317325,1,0
Novo Nordisk A/S,NOVO,2020,Large,Health Care,Denmark,1,16994.10977,44701.0,1,1,1,3191000.0,1,0,0,3368.0,0,,,0,1,1,0,1,2019,4,1,1,0,0,,0.1981863154694687,1,0
Novo Nordisk A/S,NOVO,2021,Large,Health Care,Denmark,1,18848.72825,47782.0,1,1,1,3387000.0,1,0,0,3488.0,0,93.0,81.0,1,1,1,0,1,2019,4,1,1,1,1,0.00493401988539996,0.1850522726911297,1,0
Novo Nordisk A/S,NOVO,2022,Large,Health Care,Denmark,0,23785.53303,54384.0,1,1,1,3677000.0,0,0,0,3918.0,0,92.0,2041.0,0,1,1,0,1,2019,4,1,1,1,1,0.003867897342639456,0.16472197596153682,1,0
ISS A/S,ISS,2021,Large,Industrial Goods and Services,Denmark,1,9553.279786,354633.0,1,1,1,1140101.6,1,0,1,145.948,0,80.267,6.128,1,0,1,1,1,2019,4,1,1,1,1,0.00840203592881562,0.015277266370224156,1,0
ISS A/S,ISS,2019,Large,Industrial Goods and Services,Denmark,1,10516.06426,471056.0,1,1,1,143650.8,0,0,0,308.0,0,101.343,21.263,1,1,1,1,1,2019,4,1,1,1,1,0.009636970400178975,0.029288523955824517,1,0
ISS A/S,ISS,2020,Large,Industrial Goods and Services,Denmark,1,9347.121821,378943.0,1,1,1,104878.8,0,0,1,207.071,0,77.474,5.814,1,1,0,0,1,2019,4,1,1,1,1,0.00828854073838437,0.022153450438056506,1,0
ISS A/S,ISS,2022,Large,Industrial Goods and Services,Denmark,0,10290.65654,350793.0,1,1,1,156103.2,0,0,0,105.769,0,76.665,1569.421,0,1,0,0,1,2019,4,1,1,1,1,0.007449961982697754,0.010278158598421166,1,0
NNIT A/S,NNIT,2019,Mid,Technology,Denmark,0,409.47,3207.0,0,0,0,,0,0,0,,0,,,0,0,0,0,0,2019,4,0,0,0,0,,,1,0
NNIT A/S,NNIT,2020,Mid,Technology,Denmark,1,378.8487282,3076.0,1,1,1,67219.308,1,0,1,,0,,,0,0,1,0,0,2019,4,1,0,0,0,,,1,0
NNIT A/S,NNIT,2021,Mid,Technology,Denmark,1,385.1405622,3124.0,1,0,0,69849.6192,1,0,0,,0,3.0174,0.4951,0,0,1,0,0,2019,4,1,0,1,1,0.007834542232487815,,1,0
NNIT A/S,NNIT,2022,Mid,Technology,Denmark,0,201.6247134,3175.0,1,1,1,70765.2,1,0,1,,0,3.2412,20.3726,0,1,0,1,1,2019,4,1,0,1,1,0.016075410327154867,,1,0
Royal UNIBREW A/S,RBREW,2019,Large,Consumer Goods and Services,Denmark,1,1029.782999,2567.0,1,1,1,774720.0,0,0,1,3330000.0,1,40.0,173.0,0,1,0,0,1,2019,4,1,1,1,1,0.03884313495060914,3233.690984638211,1,0
Royal UNIBREW A/S,RBREW,2020,Large,Consumer Goods and Services,Denmark,1,1011.646586,2631.0,1,1,1,722880.0,0,0,1,3330000.0,1,35.7,173.0,0,1,0,1,1,2019,4,1,1,1,1,0.03528900358489422,3291.663359599377,1,0
Royal UNIBREW A/S,RBREW,2021,Large,Consumer Goods and Services,Denmark,1,1170.8166,2888.0,1,1,1,793080.0,1,0,1,3480000.0,0,,,0,1,0,1,1,2019,4,1,1,0,0,,2972.2844722222076,1,0
